date,magasin,categorie,produit,quantite,prix_unitaire,cout_unitaire,paiement,ca_ttc,marge
2025-04-22,Auch,Décoration,Vase céramique,1,25.93,12.68,CB,25.93,13.25
2025-04-22,Auch,Cadeaux,Savon artisanal,1,14.13,6.04,CB,14.13,8.09
2025-04-22,Auch,Cuisine,Planche à découper,1,30.28,16.29,Espèces,30.28,13.99
2025-04-22,Auch,Décoration,Bougie parfumée,1,30.54,12.94,Sans contact,30.54,17.6
2025-04-22,Auch,Décoration,Cadre photo,1,22.31,10.14,CB,22.31,12.17
2025-04-22,Auch,Décoration,Cadre photo,1,32.26,14.72,CB,32.26,17.54
2025-04-22,Auch,Décoration,Coussin lin,3,27.11,12.58,Sans contact,81.33,43.59
2025-04-22,Auch,Textile,Nappe coton,1,32.73,16.3,Espèces,32.73,16.43
2025-04-22,Auch,Décoration,Vase céramique,1,28.74,11.76,Sans contact,28.74,16.98
2025-04-22,Montauban,Cadeaux,Coffret thé,1,21.26,8.31,Espèces,21.26,12.95
2025-04-22,Montauban,Décoration,Vase céramique,2,36.04,16.99,CB,72.08,38.1
2025-04-22,Montauban,Cuisine,Planche à découper,1,25.32,13.27,CB,25.32,12.05
2025-04-22,Montauban,Cuisine,Planche à découper,1,32.54,18.06,Sans contact,32.54,14.48
2025-04-22,Montauban,Cadeaux,Savon artisanal,2,24.39,9.89,CB,48.78,29.0
2025-04-22,Montauban,Décoration,Cadre photo,1,29.71,12.63,CB,29.71,17.08
2025-04-22,Montauban,Cadeaux,Savon artisanal,1,16.94,6.44,CB,16.94,10.5
2025-04-22,Montauban,Papeterie,Marque-page,1,11.04,5.51,Espèces,11.04,5.53
2025-04-22,Montauban,Textile,Serviettes (x4),1,36.84,17.49,CB,36.84,19.35
2025-04-22,Montauban,Cuisine,Théière fonte,1,23.48,12.38,Sans contact,23.48,11.1
2025-04-22,Montauban,Décoration,Vase céramique,1,23.87,11.09,Sans contact,23.87,12.78
2025-04-22,Montauban,Papeterie,Carnet A5,2,10.55,5.17,CB,21.1,10.76
2025-04-22,Montauban,Décoration,Vase céramique,1,26.96,12.49,CB,26.96,14.47
2025-04-22,Montauban,Cadeaux,Carnet cuir,1,20.25,8.29,CB,20.25,11.96
2025-04-22,Montauban,Décoration,Bougie parfumée,1,30.41,13.67,CB,30.41,16.74
2025-04-22,Montauban,Décoration,Cadre photo,1,32.27,15.01,Espèces,32.27,17.26
2025-04-23,Toulouse,Textile,Nappe coton,1,36.06,18.21,CB,36.06,17.85
2025-04-23,Toulouse,Décoration,Miroir rond,1,42.62,18.35,CB,42.62,24.27
2025-04-23,Toulouse,Cuisine,Mug grès,1,25.17,13.06,Espèces,25.17,12.11
2025-04-23,Toulouse,Cuisine,Set torchons,1,33.23,16.2,CB,33.23,17.03
2025-04-23,Toulouse,Cuisine,Théière fonte,2,24.54,12.81,Sans contact,49.08,23.46
2025-04-23,Toulouse,Décoration,Miroir rond,1,43.97,18.38,Sans contact,43.97,25.59
2025-04-23,Toulouse,Cadeaux,Savon artisanal,1,15.78,6.44,Espèces,15.78,9.34
2025-04-23,Toulouse,Décoration,Miroir rond,1,36.13,15.69,CB,36.13,20.44
2025-04-23,Toulouse,Textile,Serviettes (x4),1,56.93,29.09,Espèces,56.93,27.84
2025-04-23,Toulouse,Cuisine,Planche à découper,1,37.64,19.71,Sans contact,37.64,17.93
2025-04-23,Toulouse,Papeterie,Stylo plume,1,12.45,5.85,CB,12.45,6.6
2025-04-23,Toulouse,Décoration,Cadre photo,1,32.97,15.2,Sans contact,32.97,17.77
2025-04-23,Toulouse,Textile,Nappe coton,1,46.12,20.92,CB,46.12,25.2
2025-04-23,Toulouse,Cadeaux,Bougie voyage,1,21.5,7.89,CB,21.5,13.61
2025-04-23,Toulouse,Textile,Plaid laine,1,45.76,21.37,CB,45.76,24.39
2025-04-23,Toulouse,Décoration,Coussin lin,2,36.29,16.98,CB,72.58,38.62
2025-04-23,Toulouse,Décoration,Vase céramique,1,23.41,10.17,CB,23.41,13.24
2025-04-23,Toulouse,Cuisine,Théière fonte,1,34.51,18.76,CB,34.51,15.75
2025-04-23,Toulouse,Cadeaux,Carnet cuir,1,13.56,5.1,Espèces,13.56,8.46
2025-04-23,Toulouse,Textile,Nappe coton,1,50.39,24.57,CB,50.39,25.82
2025-04-23,Toulouse,Décoration,Bougie parfumée,1,32.89,15.72,Sans contact,32.89,17.17
2025-04-23,Toulouse,Papeterie,Carnet A5,1,8.08,4.03,Espèces,8.08,4.05
2025-04-23,Toulouse,Décoration,Cadre photo,2,38.95,17.88,CB,77.9,42.14
2025-04-23,Toulouse,Papeterie,Carnet A5,1,10.76,5.2,Espèces,10.76,5.56
2025-04-23,Toulouse,Cuisine,Bol émaillé,2,32.04,17.54,Espèces,64.08,29.0
2025-04-23,Toulouse,Papeterie,Marque-page,2,9.38,4.52,CB,18.76,9.72
2025-04-23,Toulouse,Textile,Rideau lin,1,46.0,22.64,CB,46.0,23.36
2025-04-23,Toulouse,Papeterie,Marque-page,1,7.94,4.32,CB,7.94,3.62
2025-04-23,Toulouse,Décoration,Bougie parfumée,1,39.92,18.83,CB,39.92,21.09
2025-04-23,Toulouse,Papeterie,Stylo plume,1,11.03,5.69,CB,11.03,5.34
2025-04-23,Toulouse,Textile,Serviettes (x4),1,61.74,28.58,Espèces,61.74,33.16
2025-04-23,Toulouse,Papeterie,Marque-page,2,11.43,5.42,CB,22.86,12.02
2025-04-23,Auch,Textile,Serviettes (x4),1,40.41,19.97,CB,40.41,20.44
2025-04-23,Auch,Cadeaux,Mini plante,1,19.18,7.98,Sans contact,19.18,11.2
2025-04-23,Auch,Textile,Plaid laine,1,26.78,14.11,CB,26.78,12.67
2025-04-23,Auch,Cadeaux,Coffret thé,1,18.56,7.17,Espèces,18.56,11.39
2025-04-23,Auch,Textile,Rideau lin,1,43.75,20.82,CB,43.75,22.93
2025-04-23,Auch,Décoration,Vase céramique,1,30.05,13.88,Sans contact,30.05,16.17
2025-04-23,Auch,Cuisine,Mug grès,1,21.17,10.88,Sans contact,21.17,10.29
2025-04-23,Auch,Décoration,Miroir rond,1,34.41,14.72,CB,34.41,19.69
2025-04-23,Auch,Papeterie,Carnet A5,1,6.92,3.46,Espèces,6.92,3.46
2025-04-23,Auch,Cuisine,Mug grès,3,19.79,10.68,Sans contact,59.37,27.33
2025-04-23,Auch,Cuisine,Set torchons,1,21.83,11.21,CB,21.83,10.62
2025-04-23,Auch,Textile,Plaid laine,1,38.4,19.24,Sans contact,38.4,19.16
2025-04-23,Auch,Cuisine,Set torchons,3,20.45,10.65,CB,61.35,29.4
2025-04-23,Auch,Textile,Nappe coton,1,38.66,18.3,CB,38.66,20.36
2025-04-23,Auch,Textile,Nappe coton,1,21.16,9.38,CB,21.16,11.78
2025-04-23,Auch,Papeterie,Carnet A5,1,9.19,4.91,Sans contact,9.19,4.28
2025-04-23,Montauban,Textile,Rideau lin,1,31.33,14.81,Espèces,31.33,16.52
2025-04-23,Montauban,Cuisine,Bol émaillé,2,22.13,11.37,CB,44.26,21.52
2025-04-23,Montauban,Cuisine,Bol émaillé,1,27.02,14.84,CB,27.02,12.18
2025-04-23,Montauban,Papeterie,Stickers,1,9.9,5.18,CB,9.9,4.72
2025-04-23,Montauban,Cuisine,Bol émaillé,1,20.27,10.78,Espèces,20.27,9.49
2025-04-23,Montauban,Cadeaux,Bougie voyage,2,14.43,5.77,Espèces,28.86,17.32
2025-04-23,Montauban,Papeterie,Carnet A5,1,6.48,3.24,CB,6.48,3.24
2025-04-23,Montauban,Décoration,Bougie parfumée,1,22.29,10.11,CB,22.29,12.18
2025-04-23,Montauban,Textile,Nappe coton,1,35.96,16.5,Sans contact,35.96,19.46
2025-04-23,Montauban,Cadeaux,Savon artisanal,1,21.4,8.17,CB,21.4,13.23
2025-04-23,Montauban,Cuisine,Bol émaillé,2,25.1,12.47,Sans contact,50.2,25.26
2025-04-23,Montauban,Cuisine,Mug grès,1,26.58,14.41,CB,26.58,12.17
2025-04-23,Montauban,Papeterie,Carte postale,1,9.85,4.52,CB,9.85,5.33
2025-04-23,Montauban,Textile,Nappe coton,2,29.73,14.19,CB,59.46,31.08
2025-04-24,Toulouse,Décoration,Bougie parfumée,3,40.63,16.92,Sans contact,121.89,71.13
2025-04-24,Toulouse,Décoration,Cadre photo,1,43.37,21.26,Sans contact,43.37,22.11
2025-04-24,Toulouse,Cadeaux,Mini plante,1,16.64,6.7,Sans contact,16.64,9.94
2025-04-24,Toulouse,Textile,Serviettes (x4),1,40.33,20.6,CB,40.33,19.73
2025-04-24,Toulouse,Papeterie,Marque-page,1,11.2,5.45,CB,11.2,5.75
2025-04-24,Toulouse,Cuisine,Théière fonte,2,24.2,12.23,CB,48.4,23.94
2025-04-24,Toulouse,Cuisine,Mug grès,2,30.1,15.39,CB,60.2,29.42
2025-04-24,Toulouse,Papeterie,Carte postale,1,10.44,5.26,Espèces,10.44,5.18
2025-04-24,Toulouse,Cadeaux,Bougie voyage,1,17.75,6.71,Espèces,17.75,11.04
2025-04-24,Toulouse,Décoration,Vase céramique,1,43.97,19.78,CB,43.97,24.19
2025-04-24,Toulouse,Papeterie,Marque-page,1,9.0,4.29,CB,9.0,4.71
2025-04-24,Toulouse,Décoration,Bougie parfumée,1,42.62,22.13,Espèces,42.62,20.49
2025-04-24,Toulouse,Textile,Rideau lin,1,50.46,24.51,Espèces,50.46,25.95
2025-04-24,Toulouse,Textile,Plaid laine,1,40.74,18.91,Sans contact,40.74,21.83
2025-04-24,Toulouse,Décoration,Cadre photo,1,32.34,13.85,Sans contact,32.34,18.49
2025-04-24,Toulouse,Cuisine,Set torchons,2,27.73,14.73,Sans contact,55.46,26.0
2025-04-24,Toulouse,Décoration,Coussin lin,2,25.62,11.86,CB,51.24,27.52
2025-04-24,Toulouse,Décoration,Vase céramique,1,50.39,23.07,Espèces,50.39,27.32
2025-04-24,Toulouse,Cuisine,Planche à découper,1,25.77,13.82,Sans contact,25.77,11.95
2025-04-24,Toulouse,Décoration,Bougie parfumée,1,40.45,16.18,Sans contact,40.45,24.27
2025-04-24,Toulouse,Cadeaux,Carnet cuir,1,11.3,4.11,Espèces,11.3,7.19
2025-04-24,Toulouse,Cadeaux,Coffret thé,1,24.17,9.83,Espèces,24.17,14.34
2025-04-24,Toulouse,Textile,Rideau lin,1,64.17,31.7,CB,64.17,32.47
2025-04-24,Toulouse,Textile,Rideau lin,1,37.7,16.69,Espèces,37.7,21.01
2025-04-24,Toulouse,Cuisine,Bol émaillé,2,33.28,16.16,Sans contact,66.56,34.24
2025-04-24,Toulouse,Décoration,Coussin lin,1,35.44,15.25,Sans contact,35.44,20.19
2025-04-24,Toulouse,Cuisine,Théière fonte,1,28.89,15.06,CB,28.89,13.83
2025-04-24,Toulouse,Cuisine,Mug grès,1,36.1,18.25,Sans contact,36.1,17.85
2025-04-24,Toulouse,Décoration,Bougie parfumée,2,37.51,17.0,CB,75.02,41.02
2025-04-24,Toulouse,Cadeaux,Mini plante,2,26.32,10.68,Sans contact,52.64,31.28
2025-04-24,Toulouse,Papeterie,Stickers,1,8.51,4.07,Espèces,8.51,4.44
2025-04-24,Toulouse,Textile,Tapis tissé,1,37.38,19.34,CB,37.38,18.04
2025-04-24,Auch,Décoration,Vase céramique,1,23.66,10.2,Sans contact,23.66,13.46
2025-04-24,Auch,Décoration,Cadre photo,1,36.79,16.52,CB,36.79,20.27
2025-04-24,Auch,Cadeaux,Mini plante,1,15.35,6.0,CB,15.35,9.35
2025-04-24,Auch,Papeterie,Carte postale,1,8.64,4.18,Sans contact,8.64,4.46
2025-04-24,Auch,Textile,Nappe coton,1,40.33,20.22,Espèces,40.33,20.11
2025-04-24,Auch,Cuisine,Planche à découper,2,16.83,9.57,Sans contact,33.66,14.52
2025-04-24,Auch,Cadeaux,Carnet cuir,2,18.89,6.65,Sans contact,37.78,24.48
2025-04-24,Auch,Décoration,Coussin lin,1,34.41,15.51,CB,34.41,18.9
2025-04-24,Montauban,Cuisine,Théière fonte,2,16.19,8.48,Espèces,32.38,15.42
2025-04-24,Montauban,Papeterie,Stylo plume,1,7.01,3.44,Espèces,7.01,3.57
2025-04-24,Montauban,Textile,Plaid laine,1,42.63,21.6,CB,42.63,21.03
2025-04-24,Montauban,Papeterie,Carnet A5,1,8.08,4.04,Sans contact,8.08,4.04
2025-04-24,Montauban,Cuisine,Set torchons,1,27.23,13.68,CB,27.23,13.55
2025-04-24,Montauban,Textile,Nappe coton,1,42.32,21.12,Sans contact,42.32,21.2
2025-04-24,Montauban,Cadeaux,Savon artisanal,1,21.29,7.8,Espèces,21.29,13.49
2025-04-24,Montauban,Décoration,Cadre photo,1,29.35,14.42,CB,29.35,14.93
2025-04-24,Montauban,Papeterie,Stickers,2,10.07,4.92,CB,20.14,10.3
2025-04-25,Toulouse,Cadeaux,Mini plante,1,19.6,8.17,Espèces,19.6,11.43
2025-04-25,Toulouse,Cuisine,Théière fonte,1,33.77,17.24,Sans contact,33.77,16.53
2025-04-25,Toulouse,Cuisine,Théière fonte,1,21.25,10.51,CB,21.25,10.74
2025-04-25,Toulouse,Cadeaux,Coffret thé,2,22.65,8.77,Espèces,45.3,27.76
2025-04-25,Toulouse,Papeterie,Carnet A5,1,6.81,3.43,Espèces,6.81,3.38
2025-04-25,Toulouse,Cuisine,Mug grès,1,26.72,14.15,CB,26.72,12.57
2025-04-25,Toulouse,Cadeaux,Bougie voyage,1,26.23,10.42,CB,26.23,15.81
2025-04-25,Toulouse,Cadeaux,Mini plante,2,20.44,8.11,Sans contact,40.88,24.66
2025-04-25,Toulouse,Décoration,Miroir rond,1,37.05,15.72,Espèces,37.05,21.33
2025-04-25,Toulouse,Décoration,Bougie parfumée,2,42.78,18.6,Sans contact,85.56,48.36
2025-04-25,Toulouse,Cadeaux,Mini plante,1,18.16,7.79,CB,18.16,10.37
2025-04-25,Toulouse,Décoration,Cadre photo,1,31.39,13.56,Espèces,31.39,17.83
2025-04-25,Toulouse,Cuisine,Mug grès,2,31.67,16.29,Sans contact,63.34,30.76
2025-04-25,Toulouse,Cadeaux,Bougie voyage,1,24.13,9.96,CB,24.13,14.17
2025-04-25,Toulouse,Décoration,Bougie parfumée,1,40.35,17.88,Sans contact,40.35,22.47
2025-04-25,Toulouse,Textile,Tapis tissé,1,40.52,20.15,CB,40.52,20.37
2025-04-25,Toulouse,Décoration,Coussin lin,1,33.77,14.14,CB,33.77,19.63
2025-04-25,Toulouse,Décoration,Miroir rond,1,38.6,15.86,CB,38.6,22.74
2025-04-25,Toulouse,Cadeaux,Carnet cuir,1,17.45,7.33,CB,17.45,10.12
2025-04-25,Toulouse,Cadeaux,Savon artisanal,1,19.99,7.51,Espèces,19.99,12.48
2025-04-25,Toulouse,Cuisine,Théière fonte,1,38.2,20.19,CB,38.2,18.01
2025-04-25,Toulouse,Décoration,Bougie parfumée,1,31.57,14.71,Espèces,31.57,16.86
2025-04-25,Toulouse,Cuisine,Set torchons,1,18.92,9.47,CB,18.92,9.45
2025-04-25,Auch,Cuisine,Théière fonte,1,21.29,11.55,Espèces,21.29,9.74
2025-04-25,Auch,Textile,Nappe coton,2,46.4,21.68,CB,92.8,49.44
2025-04-25,Auch,Cadeaux,Carnet cuir,1,12.32,4.72,Sans contact,12.32,7.6
2025-04-25,Auch,Cuisine,Planche à découper,1,21.51,10.81,CB,21.51,10.7
2025-04-25,Auch,Cuisine,Mug grès,1,25.22,13.17,CB,25.22,12.05
2025-04-25,Auch,Décoration,Cadre photo,1,28.32,13.14,Sans contact,28.32,15.18
2025-04-25,Auch,Papeterie,Stickers,1,10.58,4.9,CB,10.58,5.68
2025-04-25,Auch,Papeterie,Carte postale,1,8.76,4.43,Sans contact,8.76,4.33
2025-04-25,Auch,Cadeaux,Carnet cuir,2,19.15,7.9,CB,38.3,22.5
2025-04-25,Auch,Textile,Nappe coton,1,39.54,19.41,Espèces,39.54,20.13
2025-04-25,Auch,Textile,Nappe coton,1,34.54,17.14,CB,34.54,17.4
2025-04-25,Auch,Cuisine,Mug grès,1,22.48,12.64,CB,22.48,9.84
2025-04-25,Montauban,Cuisine,Bol émaillé,1,18.55,9.67,CB,18.55,8.88
2025-04-25,Montauban,Textile,Rideau lin,1,40.67,19.32,CB,40.67,21.35
2025-04-25,Montauban,Textile,Nappe coton,2,39.92,18.38,Espèces,79.84,43.08
2025-04-25,Montauban,Textile,Serviettes (x4),1,30.19,14.41,CB,30.19,15.78
2025-04-25,Montauban,Papeterie,Carnet A5,2,10.23,5.43,Sans contact,20.46,9.6
2025-04-25,Montauban,Cuisine,Set torchons,1,21.67,10.92,CB,21.67,10.75
2025-04-25,Montauban,Décoration,Bougie parfumée,1,26.36,12.32,CB,26.36,14.04
2025-04-25,Montauban,Textile,Tapis tissé,2,32.57,16.15,CB,65.14,32.84
2025-04-25,Montauban,Cadeaux,Coffret thé,1,17.59,7.36,Espèces,17.59,10.23
2025-04-25,Montauban,Papeterie,Carte postale,1,8.75,4.32,Sans contact,8.75,4.43
2025-04-25,Montauban,Textile,Plaid laine,1,45.06,20.67,Sans contact,45.06,24.39
2025-04-25,Montauban,Textile,Plaid laine,2,24.61,10.83,Sans contact,49.22,27.56
2025-04-26,Toulouse,Cuisine,Planche à découper,1,28.9,14.77,Sans contact,28.9,14.13
2025-04-26,Toulouse,Décoration,Vase céramique,2,30.23,13.41,Espèces,60.46,33.64
2025-04-26,Toulouse,Décoration,Coussin lin,2,38.52,16.71,CB,77.04,43.62
2025-04-26,Toulouse,Textile,Nappe coton,2,63.24,31.51,Sans contact,126.48,63.46
2025-04-26,Toulouse,Textile,Rideau lin,1,37.69,19.38,CB,37.69,18.31
2025-04-26,Toulouse,Décoration,Bougie parfumée,2,47.91,20.32,Sans contact,95.82,55.18
2025-04-26,Toulouse,Papeterie,Stickers,1,7.17,3.72,CB,7.17,3.45
2025-04-26,Toulouse,Cadeaux,Coffret thé,1,15.61,5.62,CB,15.61,9.99
2025-04-26,Toulouse,Papeterie,Stickers,1,10.33,4.9,Espèces,10.33,5.43
2025-04-26,Toulouse,Cuisine,Planche à découper,1,25.86,12.95,CB,25.86,12.91
2025-04-26,Toulouse,Décoration,Vase céramique,1,33.55,15.55,Sans contact,33.55,18.0
2025-04-26,Toulouse,Textile,Serviettes (x4),2,28.91,14.29,Sans contact,57.82,29.24
2025-04-26,Toulouse,Textile,Plaid laine,1,49.75,25.54,CB,49.75,24.21
2025-04-26,Toulouse,Cuisine,Planche à découper,1,21.04,11.62,Sans contact,21.04,9.42
2025-04-26,Toulouse,Cuisine,Planche à découper,1,29.77,15.52,Sans contact,29.77,14.25
2025-04-26,Toulouse,Papeterie,Carte postale,1,10.76,5.43,Sans contact,10.76,5.33
2025-04-26,Toulouse,Décoration,Miroir rond,1,44.38,22.13,Sans contact,44.38,22.25
2025-04-26,Toulouse,Décoration,Bougie parfumée,1,38.44,18.28,CB,38.44,20.16
2025-04-26,Toulouse,Cadeaux,Carnet cuir,3,25.78,10.75,Espèces,77.34,45.09
2025-04-26,Toulouse,Papeterie,Stylo plume,1,8.97,4.7,Espèces,8.97,4.27
2025-04-26,Toulouse,Cuisine,Mug grès,1,29.06,13.51,CB,29.06,15.55
2025-04-26,Toulouse,Décoration,Coussin lin,1,36.53,15.85,Espèces,36.53,20.68
2025-04-26,Toulouse,Textile,Rideau lin,1,36.43,16.23,CB,36.43,20.2
2025-04-26,Toulouse,Décoration,Miroir rond,1,24.46,10.39,CB,24.46,14.07
2025-04-26,Toulouse,Textile,Nappe coton,2,50.71,24.05,CB,101.42,53.32
2025-04-26,Toulouse,Décoration,Bougie parfumée,2,43.66,19.63,Espèces,87.32,48.06
2025-04-26,Toulouse,Cadeaux,Savon artisanal,1,13.62,5.48,Sans contact,13.62,8.14
2025-04-26,Toulouse,Cuisine,Théière fonte,1,34.84,17.41,Sans contact,34.84,17.43
2025-04-26,Toulouse,Décoration,Cadre photo,1,42.2,20.35,CB,42.2,21.85
2025-04-26,Toulouse,Textile,Tapis tissé,1,55.09,27.94,CB,55.09,27.15
2025-04-26,Toulouse,Décoration,Bougie parfumée,1,34.77,15.6,CB,34.77,19.17
2025-04-26,Toulouse,Textile,Serviettes (x4),1,45.65,21.55,CB,45.65,24.1
2025-04-26,Auch,Décoration,Cadre photo,2,27.7,13.16,CB,55.4,29.08
2025-04-26,Auch,Textile,Serviettes (x4),1,31.63,14.82,CB,31.63,16.81
2025-04-26,Auch,Cuisine,Mug grès,1,28.84,14.29,Sans contact,28.84,14.55
2025-04-26,Auch,Cadeaux,Mini plante,1,14.8,5.17,Espèces,14.8,9.63
2025-04-26,Auch,Papeterie,Carnet A5,2,6.51,3.07,Espèces,13.02,6.88
2025-04-26,Auch,Textile,Rideau lin,2,35.29,15.53,Sans contact,70.58,39.52
2025-04-26,Auch,Cuisine,Bol émaillé,1,21.61,10.51,Espèces,21.61,11.1
2025-04-26,Auch,Cuisine,Mug grès,3,18.01,9.46,CB,54.03,25.65
2025-04-26,Auch,Textile,Plaid laine,1,39.26,18.63,CB,39.26,20.63
2025-04-26,Auch,Décoration,Miroir rond,1,21.29,8.96,Sans contact,21.29,12.33
2025-04-26,Auch,Décoration,Cadre photo,1,21.27,9.98,CB,21.27,11.29
2025-04-26,Auch,Papeterie,Carte postale,1,7.52,3.86,CB,7.52,3.66
2025-04-26,Auch,Décoration,Vase céramique,1,36.03,15.94,Sans contact,36.03,20.09
2025-04-26,Auch,Papeterie,Stylo plume,2,10.05,5.19,Sans contact,20.1,9.72
2025-04-26,Auch,Décoration,Bougie parfumée,1,31.32,15.29,CB,31.32,16.03
2025-04-26,Auch,Cuisine,Planche à découper,1,19.9,11.34,Sans contact,19.9,8.56
2025-04-26,Auch,Décoration,Coussin lin,1,28.8,12.72,Espèces,28.8,16.08
2025-04-26,Montauban,Cadeaux,Savon artisanal,1,17.59,7.01,Sans contact,17.59,10.58
2025-04-26,Montauban,Cuisine,Mug grès,1,24.94,13.23,CB,24.94,11.71
2025-04-26,Montauban,Cuisine,Théière fonte,1,23.76,12.2,CB,23.76,11.56
2025-04-26,Montauban,Papeterie,Carte postale,1,6.51,3.43,CB,6.51,3.08
2025-04-26,Montauban,Décoration,Coussin lin,1,31.66,13.46,Sans contact,31.66,18.2
2025-04-26,Montauban,Décoration,Cadre photo,2,30.09,13.56,CB,60.18,33.06
2025-04-26,Montauban,Cadeaux,Coffret thé,1,21.07,7.98,Sans contact,21.07,13.09
2025-04-26,Montauban,Cuisine,Set torchons,2,25.58,12.49,CB,51.16,26.18
2025-04-26,Montauban,Textile,Rideau lin,3,43.78,22.65,CB,131.34,63.39
2025-04-26,Montauban,Cuisine,Set torchons,1,29.74,15.78,Sans contact,29.74,13.96
2025-04-26,Montauban,Cuisine,Bol émaillé,1,25.32,12.93,CB,25.32,12.39
2025-04-26,Montauban,Cuisine,Planche à découper,1,30.66,16.58,CB,30.66,14.08
2025-04-26,Montauban,Cadeaux,Carnet cuir,1,16.13,6.33,CB,16.13,9.8
2025-04-26,Montauban,Textile,Rideau lin,1,39.18,19.34,Espèces,39.18,19.84
2025-04-26,Montauban,Papeterie,Marque-page,2,10.08,4.91,Espèces,20.16,10.34
2025-04-26,Montauban,Cuisine,Set torchons,1,19.66,9.62,CB,19.66,10.04
2025-04-26,Montauban,Textile,Serviettes (x4),1,42.69,20.67,CB,42.69,22.02
2025-04-26,Montauban,Cadeaux,Coffret thé,1,15.41,6.44,Espèces,15.41,8.97
2025-04-27,Toulouse,Textile,Nappe coton,2,42.05,20.85,CB,84.1,42.4
2025-04-27,Toulouse,Papeterie,Carte postale,1,11.07,6.08,CB,11.07,4.99
2025-04-27,Toulouse,Textile,Plaid laine,2,48.65,21.97,CB,97.3,53.36
2025-04-27,Toulouse,Textile,Tapis tissé,1,47.82,22.43,CB,47.82,25.39
2025-04-27,Toulouse,Cuisine,Planche à découper,2,26.04,12.43,Sans contact,52.08,27.22
2025-04-27,Toulouse,Décoration,Miroir rond,1,36.89,18.16,CB,36.89,18.73
2025-04-27,Toulouse,Décoration,Cadre photo,1,34.58,15.12,CB,34.58,19.46
2025-04-27,Toulouse,Textile,Tapis tissé,1,55.86,25.76,Espèces,55.86,30.1
2025-04-27,Toulouse,Cadeaux,Savon artisanal,1,30.08,12.66,Sans contact,30.08,17.42
2025-04-27,Toulouse,Cadeaux,Carnet cuir,1,28.56,10.25,CB,28.56,18.31
2025-04-27,Toulouse,Cuisine,Mug grès,1,24.21,13.47,CB,24.21,10.74
2025-04-27,Toulouse,Décoration,Vase céramique,3,45.72,22.45,CB,137.16,69.81
2025-04-27,Toulouse,Décoration,Bougie parfumée,3,33.51,15.43,Espèces,100.53,54.24
2025-04-27,Toulouse,Décoration,Miroir rond,3,46.91,22.43,CB,140.73,73.44
2025-04-27,Toulouse,Papeterie,Marque-page,1,11.52,5.98,Espèces,11.52,5.54
2025-04-27,Toulouse,Cadeaux,Carnet cuir,1,17.04,6.54,CB,17.04,10.5
2025-04-27,Toulouse,Décoration,Coussin lin,2,34.48,15.84,Sans contact,68.96,37.28
2025-04-27,Toulouse,Papeterie,Stickers,1,11.02,5.48,Sans contact,11.02,5.54
2025-04-27,Toulouse,Cuisine,Set torchons,1,30.38,15.92,Espèces,30.38,14.46
2025-04-27,Toulouse,Cuisine,Planche à découper,1,34.77,17.91,CB,34.77,16.86
2025-04-27,Toulouse,Cuisine,Théière fonte,1,19.72,10.64,CB,19.72,9.08
2025-04-27,Toulouse,Cadeaux,Mini plante,1,25.84,10.74,CB,25.84,15.1
2025-04-27,Toulouse,Cuisine,Set torchons,1,16.88,8.91,Sans contact,16.88,7.97
2025-04-27,Toulouse,Décoration,Coussin lin,1,31.6,15.21,CB,31.6,16.39
2025-04-27,Toulouse,Cadeaux,Bougie voyage,2,17.14,6.75,Espèces,34.28,20.78
2025-04-27,Toulouse,Cuisine,Set torchons,1,34.83,18.22,Sans contact,34.83,16.61
2025-04-27,Toulouse,Décoration,Coussin lin,2,41.32,17.4,Sans contact,82.64,47.84
2025-04-27,Toulouse,Cuisine,Mug grès,1,31.36,15.82,Espèces,31.36,15.54
2025-04-27,Toulouse,Papeterie,Carte postale,3,11.45,5.54,CB,34.35,17.73
2025-04-27,Toulouse,Cuisine,Set torchons,2,35.92,19.41,CB,71.84,33.02
2025-04-27,Toulouse,Décoration,Bougie parfumée,2,34.33,14.04,Espèces,68.66,40.58
2025-04-27,Toulouse,Textile,Plaid laine,1,49.14,21.92,Sans contact,49.14,27.22
2025-04-27,Toulouse,Cadeaux,Bougie voyage,2,21.53,8.49,Espèces,43.06,26.08
2025-04-27,Toulouse,Cadeaux,Mini plante,1,19.75,8.36,CB,19.75,11.39
2025-04-27,Toulouse,Cuisine,Mug grès,1,23.12,12.6,CB,23.12,10.52
2025-04-27,Toulouse,Papeterie,Stickers,1,8.34,4.28,CB,8.34,4.06
2025-04-27,Auch,Textile,Serviettes (x4),1,30.87,15.29,Espèces,30.87,15.58
2025-04-27,Auch,Textile,Serviettes (x4),1,33.95,15.51,CB,33.95,18.44
2025-04-27,Auch,Cuisine,Set torchons,1,23.61,11.99,Espèces,23.61,11.62
2025-04-27,Auch,Cuisine,Set torchons,2,21.54,11.86,Espèces,43.08,19.36
2025-04-27,Auch,Cuisine,Bol émaillé,2,24.72,11.9,CB,49.44,25.64
2025-04-27,Auch,Décoration,Cadre photo,1,25.45,12.67,CB,25.45,12.78
2025-04-27,Auch,Cadeaux,Bougie voyage,1,14.42,5.97,CB,14.42,8.45
2025-04-27,Auch,Cadeaux,Carnet cuir,1,11.32,4.58,Sans contact,11.32,6.74
2025-04-27,Auch,Cadeaux,Mini plante,3,20.78,8.7,Sans contact,62.34,36.24
